DATAFLOW,LAST UPDATE,freq,iccs,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Albania,2021,28.65,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Albania,2022,29.78,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Albania,2023,28.9,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Austria,2008,12.32,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Austria,2009,11.91,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Austria,2010,12.03,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Austria,2011,12.31,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Austria,2012,12.3,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Austria,2013,11.54,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Austria,2014,11.02,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Austria,2015,10.73,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Austria,2016,11.28,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Austria,2017,10.64,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Austria,2018,7.72,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Austria,2019,7.94,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Austria,2020,8.15,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Austria,2021,8.07,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Austria,2022,7.8,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Austria,2023,8.27,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Belgium,2008,15.26,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Belgium,2009,14.69,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Belgium,2010,15.29,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Belgium,2011,14.83,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Belgium,2012,15.17,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Bulgaria,2008,28.03,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Bulgaria,2009,27.42,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Bulgaria,2010,25.6,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Bulgaria,2011,26.08,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Bulgaria,2012,26.47,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Bulgaria,2013,25.42,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Bulgaria,2014,24.43,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Bulgaria,2015,22.04,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Bulgaria,2016,22.26,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Bulgaria,2017,23.62,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Bulgaria,2018,23.17,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Bulgaria,2019,23.91,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Bulgaria,2020,23.77,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Bulgaria,2021,21.29,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Bulgaria,2022,23.5,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Bulgaria,2023,24.04,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Switzerland,2008,11.99,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Switzerland,2009,12.12,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Switzerland,2010,11.88,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Switzerland,2011,11.76,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Switzerland,2012,11.78,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Switzerland,2013,11.77,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Switzerland,2014,11.29,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Switzerland,2015,12.22,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Switzerland,2016,12.62,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Switzerland,2017,12.72,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Switzerland,2018,12.55,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Switzerland,2019,13.88,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Switzerland,2020,13.94,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Switzerland,2021,13.06,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Switzerland,2022,11.73,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Cyprus,2009,4.36,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Cyprus,2010,4.5,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Cyprus,2011,4.4,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Cyprus,2012,4.53,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Cyprus,2013,3.8,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Cyprus,2022,13.38,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Czechia,2011,22.36,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Czechia,2012,19.79,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Czechia,2013,20.56,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Czechia,2014,20.4,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Czechia,2015,14.87,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Czechia,2016,20.69,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Czechia,2017,19.79,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Czechia,2018,18.99,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Czechia,2019,17.71,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Czechia,2020,17.15,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Czechia,2021,16.66,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Czechia,2022,17.69,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Czechia,2023,15.67,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Germany,2013,9,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Germany,2014,8.72,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Germany,2015,8.32,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Germany,2016,7.87,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Germany,2017,7.75,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Germany,2018,7.78,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Germany,2019,7.69,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Germany,2020,7.73,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Germany,2021,7.65,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Germany,2022,7.55,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Germany,2023,7.35,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Denmark,2008,5.9,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Denmark,2009,6.08,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Denmark,2010,6.45,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Denmark,2011,7,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Denmark,2012,6.47,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Denmark,2013,6.8,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Denmark,2014,6.45,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Denmark,2015,6.65,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Denmark,2016,6.41,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Denmark,2017,5.8,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Denmark,2018,6.01,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Denmark,2019,5.99,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Denmark,2020,6.08,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Denmark,2021,6.27,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Denmark,2022,5.34,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Denmark,2023,5.22,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Estonia,2010,79.74,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Estonia,2011,81.49,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Estonia,2013,78.55,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Estonia,2015,66.21,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Estonia,2016,60.64,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Estonia,2017,55.22,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Estonia,2018,50.56,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Estonia,2019,46.35,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Estonia,2020,43.54,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Estonia,2021,42.16,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Estonia,2022,39.15,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Estonia,2023,33.83,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Greece,2008,13.07,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Greece,2009,10.39,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Greece,2010,11.88,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Greece,2011,12.47,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Greece,2012,14.88,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Greece,2013,14.26,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Greece,2014,15.32,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Greece,2015,14.37,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Greece,2016,15.06,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Greece,2017,15.51,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Greece,2018,15.26,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Greece,2019,15.51,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Greece,2020,14.82,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Greece,2021,12.49,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Greece,2022,14.16,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Greece,2023,11.6,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Spain,2008,12.49,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Spain,2009,13.43,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Spain,2010,13.52,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Spain,2011,13.18,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Spain,2012,15.55,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Spain,2013,15.89,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Spain,2014,15.52,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Spain,2015,15.97,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Spain,2016,15.8,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Spain,2017,15.32,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Spain,2018,15.98,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Spain,2019,14.24,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Spain,2020,13.88,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Spain,2021,13.6,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Spain,2022,13.9,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Spain,2023,12.72,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Finland,2008,20.1,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Finland,2009,20.64,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Finland,2010,20.61,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Finland,2011,20.77,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Finland,2012,20.43,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Finland,2013,20.89,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Finland,2014,20.44,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Finland,2015,20.21,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Finland,2016,17.62,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Finland,2017,16.85,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Finland,2018,15.96,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Finland,2019,15.75,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Finland,2020,15.83,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Finland,2021,16.13,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Finland,2022,15.49,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Finland,2023,9.99,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,France,2008,10.66,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,France,2009,10.37,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,France,2010,10.09,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,France,2011,10.02,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,France,2012,10.02,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,France,2013,11.85,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,France,2014,11.21,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,France,2015,8.97,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,France,2016,14.35,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,France,2017,20.52,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,France,2018,21.77,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,France,2019,22.29,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,France,2020,13.26,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,France,2021,13.53,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,France,2023,14.76,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Intentional homicide,Males,Per hundred thousand inhabitants,Croatia,2008,20.51,,
